Randomizer Version: 4.6.1
Random Seed: 38577501505239
Settings String: 322IygEAnj8AP8AAgERAAKkJAjECQAACQA9AQABoAAAAAAAAgCIxsEywVoICTIJCQDGUwEAElBva2Vtb24gT21lZ2EgUnViee7Lak7jwziK

--Move Updates--
Made Tackle have 40 power
Made Thunder Wave have 90% accuracy
Made Recover have 5 PP
Made Soft-Boiled have 5 PP
Made Leech Life have 80 power and 10 PP
Made Rest have 5 PP
Made Swagger have 85% accuracy
Made Milk Drink have 5 PP
Made Rapid Spin have 50 power
Made Luster Purge have 95 power
Made Mist Ball have 95 power
Made Slack Off have 5 PP
Made Roost have 5 PP
Made Sucker Punch have 70 power
Made Dark Void have 50% accuracy
Made Flying Press have 100 power
Made Fell Stinger have 50 power
Made Parabolic Charge have 65 power
Made Water Shuriken a Special move
Made Mystical Fire have 75 power

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM

#594 (Beauty Olivia)
Hypno Lv52, Ability: Honey Gather - Ominous Wind, Icy Wind, Tickle, Silver Wind

#595 (Ruin Maniac Foster)
Dunsparce Lv32, Ability: Magic Bounce - Thrash, Rock Slide, Secret Sword, Roar of Time

#596 (Twins Amy & Liv)
Glalie Lv48, Ability: Anticipation - Crush Claw, Iron Tail, Aura Sphere, Thrash
Claydol Lv48, Ability: Solar Power - Synchronoise, Worry Seed, Power-Up Punch, Sacred Fire

#597 (Twins Amy & Liv)
Emboar Lv60, Ability: Solar Power - Signal Beam, Rolling Kick, Head Smash, Nuzzle
Quagsire Lv60, Ability: Slow Start - Techno Blast, Me First, Iron Defense, Stun Spore

#598 (Tuber Ricky)
Quilava Lv31, Ability: Healer - Techno Blast, Razor Leaf, Pin Missile, Steel Wing

#599 (Tuber Ricky)
Zekrom Lv40, Ability: Scrappy - Karate Chop, Dragon Rush, Agility, Autotomize

#600 (Tuber Ricky)
Torterra Lv48, Ability: Hustle - Aerial Ace, Aqua Ring, Aqua Jet, Mimic

#601 (Tuber Ricky)
Noivern Lv60, Ability: Illuminate - Earth Power, Powder Snow, Swift, Light of Ruin

#602 (Ruin Maniac Dusty)
Skiddo Lv32, Ability: Synchronize - Razor Leaf, Power-Up Punch, Psychic, Bolt Strike
Snorlax Lv32, Ability: Skill Link - Rock Slide, Fake Out, Hydro Pump, Iron Head

#603 (Ruin Maniac Dusty)
Bisharp Lv38, Ability: No Guard - Brine, Foul Play, Disarming Voice, Flash Cannon
Gothitelle Lv38, Ability: Prankster - Fell Stinger, Crabhammer, Draining Kiss, Stockpile

#604 (Ruin Maniac Dusty)
Samurott Lv47, Ability: Tough Claws - Flash Cannon, Disarming Voice, Super Fang, Sacred Fire
Gourgeist Lv47, Ability: Bulletproof - Brick Break, Nuzzle, Hidden Power, Chatter

#605 (Ruin Maniac Dusty)
Ambipom Lv55, Ability: Damp - Bubble Beam, Last Resort, Bounce, Bolt Strike
Exeggutor Lv55, Ability: Skill Link - Flash Cannon, Thunder Wave, Cosmic Power, Giga Drain
Landorus Lv55, Ability: Keen Eye - Last Resort, Earth Power, Electric Terrain, Grass Pledge
Rayquaza-Mega Lv55, Ability: Sniper - Sky Attack, Pluck, Final Gambit, Lucky Chant
Chandelure Lv55, Ability: Desolate Land - Solar Beam, Draining Kiss, Pluck, Shadow Ball

#606 (Expert Timothy)
Ursaring Lv37, Ability: Iron Fist - Razor Wind, Mega Punch, Meteor Mash, Revenge

#607 (Expert Timothy)
Heliolisk Lv52, Ability: Swift Swim - Draining Kiss, Rock Blast, Focus Blast, Synchronoise

#608 (Expert Timothy)
Charizard-Mega-X Lv54, Ability: Dry Skin - Hidden Power, Trump Card, Earth Power, Flash Cannon
Reuniclus Lv54, Ability: Color Change - Chatter, Silver Wind, Scald, Sacred Sword

#609 (Expert Timothy)
Breloom Lv65, Ability: Parental Bond - Double-Edge, Solar Beam, Sky Uppercut, Thrash
Raichu Lv66, Ability: Swift Swim - Force Palm, Shadow Force, Phantom Force, Disarming Voice
Dugtrio Lv67, Ability: Victory Star - Last Resort, Foul Play, Brick Break, Seed Flare

#610 (Gentleman Walter)
Meowstic Lv54, Ability: Torrent - Water Pledge, Flame Wheel, Wake-Up Slap, Work Up

#611 (Gentleman Walter)
Muk Lv58, Ability: Air Lock - Sludge, Fire Punch, Volt Switch, Solar Beam
Kyurem Lv60, Ability: Harvest - Dragon Rush, Tail Whip, Flatter, Hyper Beam

#612 (Gentleman [~ 612])
Corphish Lv6, Ability: Big Pecks - Steel Wing, Constrict, Growth, Counter

#613 (Ace Trainer Zane)
Huntail Lv29, Ability: Sheer Force - Bolt Strike, Psychic, Zen Headbutt, Magnitude
Bronzor Lv31, Ability: Defeatist - Phantom Force, Tickle, Head Smash, Bounce

#614 (Battle Girl Vivian)
Mantine Lv23, Ability: Speed Boost - Vice Grip, Thunder Wave, Nuzzle, Iron Head

#615 (Battle Girl Sadie)
Axew Lv31, Ability: Chlorophyll - Iron Head, Giga Drain, Sky Uppercut, Water Pledge

#616 (Ninja Boy Hideo)
Pelipper Lv32, Ability: Iron Barbs - Earthquake, Rock Tomb, Magma Storm, Iron Head
Growlithe Lv32, Ability: Ice Body - Volt Switch, Roost, Dual Chop, Egg Bomb

#617 (Ninja Boy Keigo)
Steelix-Mega Lv38, Ability: Suction Cups - Swift, Return, Bubble, Shadow Punch
Beheeyem Lv36, Ability: Sand Rush - Dream Eater, Sucker Punch, Earth Power, Stockpile

#618 (Ninja Boy Tsunao)
Gurdurr Lv35, Ability: Pickpocket - Iron Head, Rock Slide, Force Palm, Spike Cannon
Aromatisse Lv36, Ability: Mega Launcher - Gear Grind, Thousand Arrows, Disarming Voice, Luster Purge
Cofagrigus Lv37, Ability: Levitate - Iron Head, Shadow Ball, Rock Blast, Psybeam

#619 (Parasol Lady Madeline)
Aipom Lv32, Ability: Oblivious - Wood Hammer, Sheer Cold, Lick, Play Rough

#620 (Parasol Lady Madeline)
Volcarona Lv37, Ability: Gluttony - Dream Eater, Belch, Snarl, Knock Off
Garbodor Lv37, Ability: Mummy - Flying Press, Thousand Waves, Synchronoise, Pluck
Shuckle Lv37, Ability: White Smoke - Zen Headbutt, Supersonic, Sky Uppercut, Phantom Force

#621 (Parasol Lady Madeline)
Rhyperior Lv50, Ability: Aroma Veil - Dig, Flatter, Blast Burn, Lucky Chant
Simisear Lv50, Ability: Motor Drive - Earthquake, Coil, Synchronoise, Stockpile
Mr. Mime Lv50, Ability: Vital Spirit - Play Rough, Bubble Beam, Sacred Fire, Synchronoise

#622 (Parasol Lady Madeline)
Florges Lv58, Ability: Plus - Icy Wind, Meteor Mash, Struggle Bug, Fire Blast
Scizor Lv58, Ability: Illuminate - Foul Play, Shadow Ball, Work Up, Last Resort
Furret Lv58, Ability: Hustle - Smelling Salts, Revenge, Shadow Ball, Steel Wing

#623 (Teammates Anna & Meg)
Regirock Lv31, Ability: Snow Warning - Earth Power, Rock Tomb, Brine, Bide
Hitmontop Lv32, Ability: Super Luck - Draining Kiss, Pain Split, Hidden Power, Thunder Wave

#624 (Teammates Anna & Meg)
Lopunny-Mega Lv34, Ability: Poison Point - X-Scissor, Storm Throw, Fling, Thunder Wave
Pidgeot Lv35, Ability: Swift Swim - Rock Slide, Phantom Force, Gust, Brine

#625 (Teammates Anna & Meg)
Noctowl Lv48, Ability: Soundproof - Seed Flare, Roar of Time, Uproar, Mystical Fire
Zoroark Lv49, Ability: Guts - Lava Plume, Seed Flare, Crabhammer, Earth Power

#626 (Teammates Anna & Meg)
Farfetch’d Lv60, Ability: Magma Armor - Overheat, Explosion, Leaf Storm, Seed Flare
Azumarill Lv61, Ability: Moody - Bolt Strike, Disarming Voice, Steel Wing, Dual Chop

#627 (Beauty Jessica)
Basculin Lv46, Ability: No Guard - Silver Wind, Work Up, Storm Throw, Dragon Ascent
Togekiss Lv48, Ability: Slow Start - Leaf Storm, Transform, X-Scissor, Signal Beam

#628 (Beauty Jessica)
Scizor Lv50, Ability: Swift Swim - Power Whip, Heat Crash, Bubble Beam, Disarming Voice
Mienshao Lv53, Ability: Damp - Brine, Slack Off, Poison Fang, Energy Ball

#629 (Beauty Jessica)
Slurpuff Lv56, Ability: Natural Cure - Signal Beam, Water Pulse, Solar Beam, Synchronoise
Electivire Lv58, Ability: Analytic - Light of Ruin, Focus Blast, Eruption, Fake Out
Hydreigon Lv59, Ability: Motor Drive - Icicle Spear, Head Smash, Stockpile, Zen Headbutt

#630 (Beauty [~ 630])
Mew Lv6, Ability: Inner Focus - Drill Run, Tail Whip, Rain Dance, Electro Ball

#631 (Teammates Kim & Iris)
Deoxys Lv46, Ability: Trace - Lava Plume, Bide, Thunder, Lick
Marowak Lv47, Ability: Motor Drive - Rock Tomb, Dragon Rush, Sky Attack, Bubble Beam

#632 (Teammates Tyra & Ivy)
Kecleon Lv25, Ability: Guts - Luster Purge, Fury Cutter, Aerial Ace, Spike Cannon
Mesprit Lv28, Ability: Delta Stream - Zen Headbutt, Bubble, Swagger, Iron Head

#633 (Young Couple Mel & Paul)
Spheal Lv32, Ability: Download - Water Spout, Light of Ruin, Transform, Volt Switch
Clauncher Lv32, Ability: Contrary - Sky Uppercut, Mach Punch, Giga Drain, Rock Tomb

#634 (Old Couple John & Jay)
Wobbuffet Lv56, Ability: Limber - Seed Flare, Earth Power, X-Scissor, Synchronoise
Dugtrio Lv56, Ability: Victory Star - Psycho Cut, Foul Play, Wing Attack, Bullet Punch

#635 (Old Couple John & Jay)
Lucario-Mega Lv70, Ability: Big Pecks - Signal Beam, Thunder Wave, Vacuum Wave, Fairy Wind
Mewtwo-Mega-X Lv70, Ability: Skill Link - Phantom Force, Psychic, Fury Attack, Baton Pass

#636 (Old Couple [~ 636])
Hypno Lv6, Ability: Cute Charm - Psybeam, Growth, Revenge, Bind
Trevenant Lv6, Ability: Toxic Boost - Solar Beam, Copycat, Tickle, Shadow Sneak

#637 (Old Couple [~ 637])
Reuniclus Lv6, Ability: Battle Armor - Fusion Flare, Wish, Flash Cannon, Glaciate
Forretress Lv6, Ability: Guts - Foul Play, Ominous Wind, Magnitude, Drill Peck

#638 (Old Couple [~ 638])
Dragalge Lv6, Ability: Sap Sipper - Searing Shot, Lunar Dance, Switcheroo, Sucker Punch
Elgyem Lv6, Ability: Snow Warning - Draining Kiss, Bind, Petal Blizzard, Roost

#639 (Rich Boy Winston)
Chespin Lv10, Ability: Sand Stream - Hidden Power, Nuzzle, Howl, Lovely Kiss

#640 (Lady Cindy)
Slugma Lv12, Ability: Rattled - Bolt Strike, Trick-or-Treat, Bide, Sketch

#641 (The Winstrates’ Victor)
Bastiodon@Oran Berry Lv20, Ability: Stall - Lava Plume, Gust, Mirror Shot, Power Trick
Duosion@Oran Berry Lv23, Ability: Bad Dreams - Glaciate, Disarming Voice, V-create, Bubble

#642 (The Winstrates’ Victoria)
Happiny@Oran Berry Lv24, Ability: Serene Grace - Dragon Pulse, Bubble Beam, Sludge, Round

#643 (Black Belt Nob)
Ninetales Lv60, Ability: Speed Boost - Power Whip, Nightmare, Rock Blast, Chatter
Xatu Lv60, Ability: Motor Drive - Chatter, Sacred Sword, Clamp, Dragon Ascent
Zapdos Lv60, Ability: Pickpocket - Icicle Crash, Focus Punch, Rock Tomb, Autotomize

#644 (Poké Fan Miguel)
Audino@Oran Berry Lv20, Ability: Levitate - Aura Sphere, Rock Slide, Fury Cutter, Gust

#645 (Poké Fan Vanessa)
Crustle@Oran Berry Lv42, Ability: Illuminate - Blast Burn, Earth Power, Solar Beam, Magnitude

#646 (Lady Brianna)
Lugia Lv49, Ability: Rattled - Synchronoise, Earth Power, Parting Shot, Thrash
Alakazam Lv49, Ability: Drizzle - Karate Chop, Aqua Ring, Synchronoise, Lick

#647 (Poké Fan Marissa)
Emboar@Oran Berry Lv52, Ability: Lightning Rod - Magma Storm, Mega Drain, Draining Kiss, Wing Attack

#648 (Lady Anette)
Dugtrio Lv61, Ability: Tinted Lens - Foul Play, Seed Flare, Brine, Sacred Fire

#649 (Rich Boy Garret)
Milotic Lv61, Ability: Huge Power - Snore, Tail Whip, Muddy Water, Bullet Seed

#650 (Poké Fan Isabel)
Cherrim@Oran Berry Lv18, Ability: Shed Skin - Megahorn, Harden, Nuzzle, Chip Away
Cacnea@Oran Berry Lv18, Ability: Super Luck - Spacial Rend, Light of Ruin, Bubble, Dragon Rush

#651 (Poké Fan Miguel)
Ralts@Oran Berry Lv32, Ability: Thick Fat - Aerial Ace, Solar Beam, String Shot, Bubble Beam

#652 (Poké Fan Miguel)
Ledian@Oran Berry Lv35, Ability: Delta Stream - Grass Pledge, Icy Wind, Lock-On, Stockpile

#653 (Poké Fan Miguel)
Gardevoir@Oran Berry Lv41, Ability: Volt Absorb - X-Scissor, Flash Cannon, Eruption, Dragon Ascent

#654 (Poké Fan Miguel)
Flygon@Sitrus Berry Lv61, Ability: Mummy - Hammer Arm, Double-Edge, Rock Wrecker, Razor Leaf

#655 (Lady Cindy)
Pawniard Lv16, Ability: Moody - Phantom Force, Fury Attack, Thunderbolt, Mach Punch

#656 (Lady Cindy)
Pidgeot-Mega Lv20, Ability: Adaptability - Flash Cannon, Vice Grip, Hurricane, Fake Out

#657 (Lady Cindy)
Ledyba Lv35, Ability: Refrigerate - Bug Buzz, Hyper Voice, Force Palm, Lava Plume

#658 (Rich Boy Winston)
Froakie Lv16, Ability: No Guard - Bug Bite, Gust, Giga Drain, Electro Ball

#659 (Rich Boy Winston)
Cacturne Lv20, Ability: Cheek Pouch - Shadow Force, Low Sweep, Hail, Mud Sport

#660 (Rich Boy Winston)
Gengar Lv35, Ability: Thick Fat - Steel Wing, Flash Cannon, Foul Play, Conversion

#661 (Poké Fan Isabel)
Dragonite@Oran Berry Lv30, Ability: Klutz - Aerial Ace, Aqua Tail, Bounce, Defend Order
Bunnelby@Oran Berry Lv30, Ability: Intimidate - Spike Cannon, Grass Pledge, Rock Slide, Slam

#662 (Poké Fan Isabel)
Granbull@Oran Berry Lv32, Ability: Poison Touch - Foul Play, Pin Missile, Wing Attack, Drain Punch
Dewgong@Oran Berry Lv32, Ability: Early Bird - Psychic, Wake-Up Slap, Foul Play, Stealth Rock

#663 (Poké Fan Isabel)
Alomomola@Oran Berry Lv38, Ability: Color Change - Bubble Beam, Mind Reader, Mimic, Rock Tomb
Jirachi@Oran Berry Lv38, Ability: Unburden - Solar Beam, Howl, Signal Beam, Force Palm

#664 (Poké Fan Isabel)
Archeops@Sitrus Berry Lv59, Ability: Rain Dish - Head Smash, Sucker Punch, Ice Punch, Flare Blitz
Rotom-M@Sitrus Berry Lv59, Ability: Tinted Lens - Sacred Fire, Knock Off, Swagger, Phantom Force

#665 (Bug Maniac [~ 665])
Glaceon Lv6, Ability: Sticky Hold - Icicle Crash, Fiery Dance, Judgment, Bonemerang

#666 (Dragon Tamer [~ 666])
Rotom-W Lv6, Ability: Water Veil - Aqua Tail, Leaf Tornado, Sacred Fire, Play Rough

#667 (Schoolkid Georgia)
Volbeat Lv12, Ability: Symbiosis - Draining Kiss, Nature Power, Belch, Magnitude

#668 (Team Magma Grunts)
Tropius Lv17, Ability: Forewarn - Flying Press, Powder Snow, Arm Thrust, Pound
Snivy Lv17, Ability: Heatproof - Head Smash, Mud-Slap, Light of Ruin, Future Sight
Monferno Lv17, Ability: Aroma Veil - Shadow Force, Embargo, Tail Whip, Sky Uppercut
Landorus Lv17, Ability: Tinted Lens - Draining Kiss, Gust, Autotomize, Luster Purge
Wormadam-S Lv17, Ability: Aroma Veil - Poison Tail, Conversion, X-Scissor, Happy Hour

#669 (Team Magma Grunts)
Snorunt Lv22, Ability: Drizzle - Flash Cannon, Rock Tomb, Confusion, Bite
Claydol Lv22, Ability: Solar Power - Head Charge, Confusion, Meteor Mash, Bubble
Growlithe Lv22, Ability: Light Metal - Icy Wind, Razor Leaf, Leaf Tornado, Secret Power
Kangaskhan Lv22, Ability: Guts - Gunk Shot, Assurance, Constrict, Pluck
Delcatty Lv22, Ability: Rough Skin - Bite, Recover, Switcheroo, Sacred Fire

#670 (Team Magma Grunts)
Smoochum Lv30, Ability: Shed Skin - Blizzard, Freeze-Dry, Psychic, Power-Up Punch
Rotom-H Lv30, Ability: Tinted Lens - Steel Wing, Noble Roar, Struggle Bug, Ice Beam
Corsola Lv30, Ability: Limber - Earth Power, Chatter, Flash Cannon, Charm
Clawitzer Lv30, Ability: Fairy Aura - Volt Switch, Spikes, Leaf Tornado, Parting Shot
Kabutops Lv30, Ability: Synchronize - Rock Blast, Round, Vacuum Wave, Chatter

#671 (Team Aqua Grunts)
Gliscor Lv17, Ability: Rain Dish - Discharge, Rock Slide, Aeroblast, Bubble
Tornadus Lv17, Ability: Competitive - Ominous Wind, Power Trick, Power-Up Punch, Lucky Chant
Vanillish Lv17, Ability: Analytic - Meteor Mash, Powder Snow, Thunder Shock, Solar Beam
Poliwrath Lv17, Ability: Honey Gather - Light of Ruin, Ingrain, Water Spout, Supersonic
Carbink Lv17, Ability: Pixilate - Force Palm, Skill Swap, Charm, Gust

#672 (Team Aqua Grunts)
Forretress Lv22, Ability: Sniper - Swift, Razor Leaf, Glare, Bite
Kyurem-W Lv22, Ability: Harvest - Facade, Silver Wind, Assurance, Transform
Grimer Lv22, Ability: Storm Drain - Swift, Gravity, Slash, Baton Pass
Binacle Lv22, Ability: Dry Skin - Rock Tomb, Revenge, Gust, Iron Defense
Magneton Lv22, Ability: Air Lock - Volt Tackle, Heart Swap, Safeguard, Bullet Punch

#673 (Team Aqua Grunts)
Shiftry Lv30, Ability: Technician - Knock Off, Round, Water Pulse, Aerial Ace
Meloetta Lv30, Ability: Moxie - Judgment, Slam, Rock Blast, Lava Plume
Kabutops Lv30, Ability: Static - Head Smash, Giga Drain, Earth Power, Zap Cannon
Leavanny Lv30, Ability: Keen Eye - Icy Wind, Sketch, Trick, Round
Landorus-T Lv30, Ability: Huge Power - Aerial Ace, Rock Blast, Slam, Play Rough

#674 (Pokémon Trainer Brendan)
Pikachu@Rowap Berry Lv29, Ability: Delta Stream - Karate Chop, Frost Breath, Horn Leech, Spite
Litwick@Poison Barb Lv29, Ability: Cursed Body - X-Scissor, Ice Fang, Smog, Icy Wind
Victini@Choice Band Lv29, Ability: Effect Spore - Steel Wing, Volt Switch, Switcheroo, Giga Drain
Espurr@Berry Juice Lv29, Ability: Rock Head - Volt Tackle, Head Smash, Poison Gas, Powder Snow
Cobalion@Expert Belt Lv29, Ability: Gooey - Secret Power, Muddy Water, Hurricane, Sheer Cold
Tentacruel@White Herb Lv31, Ability: Competitive - Icy Wind, Zen Headbutt, Sky Uppercut, Volt Switch

#675 (Pokémon Trainer Brendan)
Klink@King’s Rock Lv29, Ability: Ice Body - Play Rough, Electric Terrain, Rock Blast, Bounce
Slakoth@Petaya Berry Lv29, Ability: Pickpocket - Avalanche, Octazooka, Nuzzle, Vacuum Wave
Swanna@Wacan Berry Lv29, Ability: Sturdy - Bubble Beam, Zen Headbutt, Bite, Water Pledge
Staraptor@Expert Belt Lv29, Ability: Natural Cure - Pin Missile, Lick, Hyper Fang, Outrage
Dedenne@Petaya Berry Lv29, Ability: Shield Dust - Oblivion Wing, X-Scissor, Focus Blast, Extrasensory
Exeggutor@Choice Band Lv31, Ability: Poison Heal - Shadow Ball, Power-Up Punch, Pluck, Spikes

#676 (Pokémon Trainer Brendan)
Keldeo@Lax Incense Lv29, Ability: Damp - Shadow Ball, Mach Punch, Volt Switch, Final Gambit
Durant@King’s Rock Lv29, Ability: Anticipation - Silver Wind, Dynamic Punch, Bounce, Aqua Ring
Golem@Wise Glasses Lv29, Ability: Parental Bond - Volt Switch, Megahorn, Thunder, Ancient Power
Corphish@Cell Battery Lv29, Ability: Big Pecks - Icy Wind, Grass Pledge, Stockpile, Supersonic
Noctowl@Focus Sash Lv29, Ability: Speed Boost - Phantom Force, Body Slam, Secret Sword, Bubble
Luxio@Insect Plate Lv31, Ability: Imposter - Signal Beam, Crabhammer, Withdraw, Grass Pledge

#677 (Pokémon Trainer May)
Trapinch@Razor Fang Lv29, Ability: Compound Eyes - Mega Kick, Scald, Phantom Force, Vacuum Wave
Phione@Mental Herb Lv29, Ability: Fairy Aura - Draining Kiss, Stone Edge, Psywave, Precipice Blades
Fletchinder@Assault Vest Lv29, Ability: Desolate Land - Horn Leech, Magma Storm, Flatter, Circle Throw
Regigigas@Petaya Berry Lv29, Ability: Victory Star - Flash Cannon, Power-Up Punch, Mud Sport, Giga Drain
Ditto@Shed Shell Lv29, Ability: Hydration - Round, Draining Kiss, Earth Power, Zen Headbutt
Shiftry@Red Card Lv31, Ability: Soundproof - Silver Wind, Shadow Punch, Leaf Tornado, Sludge

#678 (Pokémon Trainer May)
Shaymin@Rocky Helmet Lv29, Ability: Symbiosis - Swift, Autotomize, Psych Up, Copycat
Clauncher@Focus Band Lv29, Ability: Contrary - Volt Switch, Leaf Tornado, Snore, Skill Swap
Terrakion@Rindo Berry Lv29, Ability: Drought - Stomp, Spacial Rend, Sucker Punch, Disarming Voice
Shelmet@Pecha Berry Lv29, Ability: Rivalry - Bubble Beam, Spike Cannon, Dual Chop, Icicle Spear
Stunky@Fighting Gem Lv29, Ability: Protean - Revenge, Grass Pledge, Clear Smog, Knock Off
Sableye@White Herb Lv31, Ability: Iron Barbs - Silver Wind, Disarming Voice, Power-Up Punch, Cross Poison

#679 (Pokémon Trainer May)
Simipour@Luminous Moss Lv29, Ability: Solid Rock - Draco Meteor, Lick, Power-Up Punch, Force Palm
Venusaur-Mega@Sea Incense Lv29, Ability: Insomnia - Revenge, Bubble Beam, Supersonic, Solar Beam
Dewott@Normal Gem Lv29, Ability: Shield Dust - Skull Bash, Flatter, Bubble Beam, Sky Attack
Castform-W@Choice Band Lv29, Ability: Mega Launcher - Water Pulse, Sucker Punch, Revenge, Fake Out
Sigilyph@Snowball Lv29, Ability: Normalize - Thrash, Gravity, Rock Blast, Signal Beam
Nosepass@White Herb Lv31, Ability: Lightning Rod - Volt Switch, Tickle, Chatter, Rock Blast

#680 (Pokémon Trainer Steven)
Castform-W@Silk Scarf Lv42, Ability: Mega Launcher - Ice Fang, Hydro Cannon, Mega Punch, Bolt Strike
Palkia@Meadow Plate Lv42, Ability: Klutz - Chatter, Giga Drain, Pin Missile, Vacuum Wave
Glalie@Fighting Gem Lv42, Ability: Inner Focus - Draining Kiss, Ice Punch, Sacred Sword, Vacuum Wave
Sableye@Magnet Lv42, Ability: Iron Barbs - Spacial Rend, Wild Charge, Flash Cannon, Fusion Flare
Mew@Apicot Berry Lv42, Ability: Parental Bond - Chatter, Mimic, Parting Shot, Water Sport
Grumpig@Shell Bell Lv42, Ability: Swarm - Eruption, Rock Tomb, Iron Head, Parting Shot

#681 (Proprietor Inver)
Yveltal Lv6, Ability: Analytic - Dragon Ascent, Poison Tail, Stockpile, Clamp

#682 (Rotation Girl Circie)
Armaldo Lv50, Ability: Scrappy - Rock Slide, X-Scissor, Bubble Beam, Signal Beam
Slaking Lv50, Ability: Anticipation - Light of Ruin, Psychic, Thousand Arrows, Swagger
Klinklang Lv50, Ability: Mold Breaker - Psychic, Copycat, Grass Pledge, Happy Hour

#683 (Aqua Admin Matt)
Chandelure@Dragon Gem Lv37, Ability: Adaptability - Shadow Ball, Dual Chop, Silver Wind, Vacuum Wave
Ho-Oh@Custap Berry Lv37, Ability: Blaze - Pluck, Rock Tomb, Dual Chop, Bullet Punch
Beedrill@Chilan Berry Lv37, Ability: Victory Star - Brine, Chatter, Tickle, Disarming Voice

#684 (Aqua Admin Matt)
Pangoro@Bright Powder Lv46, Ability: Defeatist - Dragon Ascent, Bite, Copycat, Sky Uppercut
Aggron@Wise Glasses Lv46, Ability: Sweet Veil - Water Pledge, Powder Snow, Solar Beam, Will-O-Wisp
Mienshao@Fire Gem Lv46, Ability: Stall - Bubble Beam, Dragon Tail, Dragon Rush, Flame Burst
Chandelure@Cheri Berry Lv46, Ability: Desolate Land - Fusion Flare, Freeze-Dry, Solar Beam, Storm Throw
Mantine@Eject Button Lv46, Ability: Speed Boost - Power Gem, Air Cutter, Sing, Pluck
Stantler@Razor Claw Lv46, Ability: Magma Armor - Body Slam, Bubble, Iron Head, Shift Gear

#685 (Aqua Admin Matt)
Lickilicky@King’s Rock Lv47, Ability: Hyper Cutter - Draining Kiss, Tickle, Hyper Fang, Iron Head
Barbaracle@Jaboca Berry Lv47, Ability: Run Away - Leaf Tornado, Zen Headbutt, Nature Power, Lick
Cacturne@Lax Incense Lv47, Ability: Unaware - Icicle Spear, Power Trick, Signal Beam, Knock Off
Palkia@Leppa Berry Lv47, Ability: Magic Bounce - Sludge, Heal Block, Aurora Beam, Rock Blast
Kingdra@Water Gem Lv47, Ability: Aftermath - Volt Switch, Bubble Beam, Flame Charge, Iron Head
Jumpluff@Cell Battery Lv47, Ability: Desolate Land - Sludge, Bounce, Meteor Mash, Flamethrower

#686 (Aqua Admin Matt)
Blastoise@Muscle Band Lv64, Ability: Wonder Skin - Aqua Tail, Psychic, Leaf Tornado, Pluck
Camerupt@Assault Vest Lv64, Ability: Levitate - Shadow Ball, Smog, Zen Headbutt, Mimic
Raichu@Safety Goggles Lv64, Ability: Swift Swim - Chatter, Supersonic, Horn Leech, Spikes
Granbull@Bright Powder Lv64, Ability: Contrary - Thunder, Mega Punch, Sucker Punch, Drain Punch
Meowstic@Colbur Berry Lv64, Ability: Torrent - Round, U-turn, Psychic, Night Slash
Emboar@Liechi Berry Lv64, Ability: Compound Eyes - Magma Storm, Mimic, Draco Meteor, Frustration

#687 (Aqua Admin Matt)
Swampert@Kee Berry Lv66, Ability: Limber - Volt Switch, Mist, Lucky Chant, Aerial Ace
Charizard@Charti Berry Lv66, Ability: Dry Skin - Leaf Storm, Pluck, Sky Uppercut, Roost
Lopunny@Lopunnite Lv66, Ability: Prankster - Air Slash, Lucky Chant, Flatter, Quiver Dance

#688 (Aqua Admin Shelly)
Vileplume@Float Stone Lv28, Ability: Illusion - Swift, Sky Attack, Seed Flare, Giga Drain
Scyther@Maranga Berry Lv28, Ability: Pickup - Hydro Cannon, Gust, Slam, Silver Wind
Gurdurr@Shell Bell Lv28, Ability: Effect Spore - Clear Smog, Icy Wind, Sucker Punch, Rock Slide

#689 (Aqua Admin Shelly)
Tornadus-T@Cheri Berry Lv29, Ability: Competitive - Iron Head, Drill Run, Rock Blast, Tail Whip
Tyrogue@Fist Plate Lv29, Ability: Hustle - Boomburst, Sacred Sword, Lick, Power-Up Punch
Monferno@Lum Berry Lv29, Ability: Aroma Veil - Force Palm, Tail Whip, Shadow Force, Sludge
Poliwag@Lansat Berry Lv29, Ability: Parental Bond - Rock Blast, Powder Snow, Razor Leaf, Vice Grip
Rotom-Fa@Wide Lens Lv29, Ability: Tinted Lens - Volt Switch, Flash Cannon, Revenge, Bubble Beam
Staraptor@Oran Berry Lv29, Ability: Natural Cure - Sky Uppercut, Flash Cannon, Mega Punch, Icy Wind

#690 (Aqua Admin Shelly)
Deoxys@Assault Vest Lv38, Ability: Gooey - Mist Ball, Spikes, Spike Cannon, Earth Power
Mandibuzz@Petaya Berry Lv38, Ability: Wonder Skin - Steam Eruption, Lava Plume, Inferno, Pluck
Archeops@Quick Claw Lv38, Ability: Rain Dish - Avalanche, Lava Plume, Volt Tackle, Volt Switch
Pidgeot@Luminous Moss Lv38, Ability: Thick Fat - Signal Beam, Play Rough, Sucker Punch, Psystrike
Primeape@Razor Claw Lv38, Ability: Ice Body - Karate Chop, Mimic, Psystrike, Rock Slide
